id	text	label
130663	재정부가 통화 정책에 압력을 행사하기 시작하면서 향후 금리 상황이 경제보다는 정치 이슈에 따라 달라질 수 있기 때문이다.	positive
130663	한은은 특히 단기적으로 한은의 독립성이 훼손되는 것뿐만 아니라 중장기적으로 통화정책이 시장의 신뢰를 잃어버리는 것 자체를 우려하고 있다.	neutral
130663	이런 상황을 인식한 시장전문가들은 이날 금통위 직후 향후 금리 전망치를 잇따라 수정했다.	positive
130663	1분기 중 금리인상을 예상했던 골드만삭스는 3분기나 돼야 금리인상이 시작될 것으로 전망을 바꿨다.	neutral
130663	출구전략에 대한 정부와 한은 간의 온도차, 금통위원 3명이 상반기 중 교체되는 데다 지방선거를 앞두고 공격적인 금리인상은 어려울 것이라는 게 그 근거다.	neutral
130663	시장에서는 이미 전날 국고채 금리가 10bp 이상 급락하면서 금리 인상에 대한 기대를 버렸다.	positive
130663	정부가 이날뿐만 아니라 앞으로도 금통위에 정례적으로 참석하겠다는 의사를 밝힌 이상 금통위의 중립적인 의사 결정은 어려울 것이라고 평가한 것이다.	positive
130663	채권시장에서 딜러들도 매수 쪽으로 방향을 선회했다.	positive
130663	채권 전문가들은 적어도 상반기까지는 2.00% 정책 금리가 유지될 것으로 보고 있다.	neutral
130663	정부가 허경욱 기획재정부 차관을 내세워 정부 쪽의 열석발언권을 행사하겠다는 입장을 밝히면서 이미 ＇분위기 장악＇에 성공한 셈이다.	positive
130663	한국은행 수장으로서 금통위 의장을 맡고 있는 이 총재는 이날 금통위 의장 자격으로서 할 말과 총재로서 할 말을 분리하려는 이례적인 모습을 보이기도 했다.	positive
130663	이 총재는 총재 임기 내 금리 정책 변경 등과 관련된 질문에 `금통위 의장으로서 이 자리에서 발언하는 것이기 때문에 그런 질문에 대해서 말하는 것은 적절치 않다`고 잘라 말했다.	positive
130663	하지만 시장에서는 이 같은 이 총재의 발언을 모두 향후 금리 인상에 큰 어려움이 있을 것이라는 쪽으로 해석했다.	neutral
130663	우리투자증권 박종연 연구원은 `최근 원화 강세, 정부의 열석발언권 행사, 세계경제의 불확실성 등을 감안할 때 금리인상 시기를 사전에 예측하기가 매우 어려워졌다`며 `현재로서는 환율 추이와 세계 경제의 회복 강도에 따라 금리 인상 시기가 유동적일 것`으로 전망했다.	neutral
130396	이번 금융통화위원회에서 기준금리는 얼마나 내릴까 금통위를 하루 앞둔 현재 채권시장의 예상은 0.5%포인트 인하한 2.5%로 전망되고 있다.	positive
130396	지난달 1%포인트 파격인하로 인해 사상최저금리 시대를 연 가운데 실물경기침체가 가시화 되고 있기 때문에 당분간 저금리 기조를 유지할 것으로 보인다.	positive
130396	지난 달 발표된 광공업 생산지수는 전년동기대비 14% 하락했고, 각종 경기실사지수 역시 악화일로에 있다.	positive
130396	이로 인해 이성태 한국은행 총재는 신년사에서 지속적인 유동성공급으로 경제위기에 선제적으로 대응할 의사를 표시했다.	positive
130396	금리인하 폭에 대해 전문가들은 한국은행이 취할 수 있는 금리인하 여유를 1%포인트로 보고 있다.	positive
130396	원화가 기축통화가 아닌 상황에서 0%대로 낮추기는 사실상 어렵고, 물가상승률이 3~4%정도로 예상되기 때문에 인플레이션 우려도 있기 때문이다.	positive
130396	이에 대해 삼성경제연구소 전효찬 연구원은 ＂물가상승은 당장 우려할만한 수준은 아니다.＂며 ＂다만 일시적으로 늘어난 유동성으로 인해 증시나 부동산시장에서 단기적으로 투기가 벌어질 수도 있다.＂고 지적했다.	positive
130396	금리인하 폭이 예상보다 작을 경우, 이미 상당 부분 선반영 된 채권시장에는 악재로 작용할 전망이다.	positive
130396	지난 금통위 당시 4.01%였던 국고채 3년물 수익률은 현재 3.45%(7일기준)까지 하락했다.	positive
130396	CD금리, 은행채, 우량 회사채 등도 지속적인 유동성 공급을 기대하며 베이시스를 크게 줄인 상황이라 충격이 클 것으로 예상된다.	positive
130396	반면 예상 이상으로 큰 폭(1%포인트 이상)의 금리인하가 있을 경우, 한국은행이 물가상승보다 디플레이션을 우려할 정도로 경기침체가 심각함을 반증하게 되면서 시장에 충격을 줄 것으로 보인다.	positive
130396	하나대투증권 공동락 연구원은 ＂(인하폭이 클 경우) 한국은행이 향후 쓸 수 있는 정책 카드가 줄어든다. 또한 유동성 함정에 봉착할 위험도 있다.＂고 지적했다.	positive
130396	유동성 함정은 중앙은행이 기준금리를 낮춰도 경기 활성화가 이루어지지 않는 상황을 의미한다.	positive
130715	이번 겨울에 기승을 부리는 한파와 폭설의 영향으로 서민 식탁에 단골로 오르는 반찬거리이자 김밥의 필수 재료인 시금치 값이 급등하고 있다.	positive
130715	13일 유통업계에 따르면 이마트에서 파는 남해 시금치 값은 현재 한 단에 2680원으로, 전년 동기 대비 173.5%나 올랐다.	positive
130715	지난해 12월 셋째 주 한 단에 1680원에 팔리던 남해 시금치 값은 올 1월 첫째 주 1990원, 둘째 주 2280원, 셋째 주 2680원으로 연일 가격이 치솟고 있다.	positive
130715	경기 시금치도 13일 현재 한 단(300ｇ) 값이 1980원으로, 1년 전과 비교하면 102.0% 올랐다.	positive
130715	포항 시금치 값은 2680원으로 35% 오른 시세를 보이고 있다.	positive
130715	롯데마트에서도 남해 시금치 값은 전년 동기에 비해 55.1% 올랐고, 지난주에 비해서도 40.0% 뛰었다.	positive
130715	시금치는 산지에 따라 다양한 시기에 나오는데, 추석 이후부터 경기 시금치와 포항 시금치가, 11월부터 남해 시금치가, 12월부터는 전남 비금섬 시금치가 많이 출하된다.	positive
130715	하지만 이번 겨울 들어서는 지난해 11월부터 냉해 등으로 시금치 농사가 흉작인 상황에서 최근의 폭설까지 겹치면서 가격이 급등하고 있다고 이마트는 설명했다.	positive
130715	특히 겨울철에 인기가 높은 전남 남해안의 비금섬 시금치는 흉작으로 출하량이 작년의 40% 수준으로 떨어져 대형마트들은 판매물량조차 확보하지 못하고 있다.	negative
130025	미국이 고물가를 잡기 위해 기준금리를 한번에 0.75%포인트 올리는 `자이언트 스텝`을 단행하며 한국 역시 금리를 인상하는 속도가 한층 빨라질 전망이다.	positive
130025	미국 연방준비제도(Fed·연준)는 15일(현지시간) 열린 연방공개시장위원회(FOMC) 정례회의에서 기준금리 목표 범위를 종전 0.75~1.00%에서 1.50~1.75%로 올렸다.	positive
130025	현재 1.75%인 한국 기준금리와 격차는 종전 0.75~1.00%포인트에서 0.00~0.25%포인트로 좁혀졌다.	positive
130025	한국 금리에 변화가 없다고 하면 다음달 27일 열릴 예정인 FOMC 회의에서 미국이 빅스텝(한번에 0.5%포인트 인상)만 단행해도 미국 금리가 한국보다 0.50~0.75%포인트 높아지는 역전 현상이 현실화하는 것이다.	positive
130025	미국 금리가 한국보다 높은 금리 역전 현상이 계속되면 더 높은 금리를 주는 해외로 투자자금이 유출되고 달러당 원화값은 한층 떨어질 수밖에 없다.	positive
130025	원화가치가 하락하면 해외에서 들여오는 원자재를 더 비싸게 주고 사와야 하기 때문에 국내 물가는 더 높아진다.	positive
130025	미국발 자이언트 스텝이 `한미 금리 역전→자본 유출→원화값 하락→수입 물가 상승→국내 물가 악화`라는 경제 악순환을 재촉할 수 있는 셈이다.	positive
130025	가뜩이나 국내 5월 소비자물가는 5.4% 급등해 2008년 전 세계 금융위기 이후 13년9개월 만에 최고치를 기록했다.	positive
130025	6월에는 1998년 11월 외환위기 사태 후 처음으로 6%대를 돌파할 것이라는 우려가 커진 상태다.	positive
130025	이제 관건은 한국 금리가 얼마만큼 빠르게 오를지 여부다.	positive
130025	전문가들은 한국은행이 고물가와 한미 금리 역전 현상을 완화하기 위해 올해 남은 네 번(7월·8월·10월·11월)의 통화정책방향결정 회의에서 3~4차례 금리를 인상할 것으로 보고 있다.	positive
130025	박윤정 NH투자증권 연구원은 '미국과 중국 등 한국 주력 수출 대상국들의 경기 하방 압력이 커졌다'면서 '경기가 좋지 않은 상황에서 한국이 미국만큼 금리 목표를 높게 잡을 수는 없을 것'이라고 말했다.	positive
130025	다만 한은이 네 번에 걸쳐 0.25%포인트씩 금리를 올려도 연말 금리 수준은 2.75%로 미국의 연말 예상 금리(3.4%)와 격차가 크다.	positive
130025	이 때문에 다음달 13일 개최되는 금융통화위원회에서 한은이 한꺼번에 금리를 0.5%포인트 인상하는 `빅스텝`을 밟을 것이라는 관측이 힘을 얻는다.	positive
130025	7월 한은이 빅스텝을 단행하고 나머지 세 차례 회의에서 0.25%포인트씩 금리를 올린다고 가정하면 연말 금리는 3.0%로 미국과 금리 격차가 좁혀진다.	positive
130025	다만 급격한 가계 빚 부담 등을 이유로 한은이 연달아 빅스텝에 나설 가능성은 크지 않다는 반응이 주류다.	positive
130025	안예하 키움증권 연구원은 '물가 상승세와 자본 유출 상황 등을 감안해 한은이 7월 빅스텝에 나설 가능성이 있다'며 '이후 0.25%포인트씩 두 차례 추가 인상해 연말 금리 수준은 2.75% 선이 될 전망'이라고 분석했다.	positive
130025	JP모건은 한은이 7월 빅스텝을 단행한 후 추가 인상에 나서 연말 기준금리가 3.0%에 도달할 것이라고 내다봤다.	positive
130025	빅스텝을 바라보는 한은의 시각도 미묘하게 변했다.	positive
130025	이창용 한은 총재는 16일 비상 거시경제 금융회의 이후 빅스텝 가능성을 묻는 기자들의 질문에 '다음(7월) 금통위 회의까지 3~4주가 남아 많은 변화가 있을 것'이라며 '그사이 나타난 시장 반응을 보고 (기준금리 인상 폭을) 결정할 것'이라고 여운을 남겼다.	positive
130025	이 총재는 '미국 기준금리가 연말까지 3.4%로 예상되는데 금리 인상 속도가 우리보다 빠른 게 사실'이라며 '금리 격차 자체에 중점을 두기보다 이런 상황에서 외환·채권시장에 어떤 영향이 있는지 종합적으로 판단할 것'이라고 설명했다.	positive
130025	한미 금리 역전 현상이 지속되면 역대 최대로 국내 채권을 사들였던 외국인 자금 이탈이 가시화하면서 국내 자본시장 충격이 커질 수 있다는 우려가 제기된다.	positive
130025	이날 매일경제가 가용 통계가 있는 지난 42년간(1980~2021년) 외국인 주식·채권투자 유·출입 자금을 분석한 결과 지난해 외국인은 국내 채권에 737억5470만달러(약 95조원)를 투자해 연간 기준 사상 최대치를 기록했다.	positive
130025	외국인은 올해 1분기에도 채권을 147억5380만달러(약 19조원)어치 매입했다.	positive
130025	정부 고위 관계자는 '채권은 만기가 있는 상품이기 때문에 한미 금리 차가 벌어진다고 해서 외국인이 당장 매도로 돌아설 가능성은 제한적'이라면서도 '한미 금리 격차 등에 따라 만기 채권에 대해 재투자를 하지 않는 방식으로 한국에서 점진적으로 이탈할 가능성에 대해 촉각을 곤두세우고 있다'고 말했다.	positive
130025	주식시장에서는 외국인 자금 이탈 충격이 본격화한 지 오래다.	positive
130025	지난해 국내 주식에서 유출된 외국인 자금은 149억4870만달러로 2008년·2007년·2020년에 이어 역대 네 번째로 많았다.	positive
130025	외국인은 올 1분기에도 국내 증시에서 35억1430만달러(약 4조5000억원)를 빼내는 등 강한 매도세를 이어가고 있다.	positive
130166	환매 중단으로 물의를 빚은 라임자산운용 사모펀드를 두고 또다시 불완전 판매 논란이 수면 위로 떠오르고 있다.	positive
130166	주요 외국 금리 연계 파생결합펀드(DLF) 불완전 판매 논란이 채 가시기도 전에 라임자산운용 불완전 판매라는 또 다른 폭풍이 은행권에 몰아칠 것으로 예상되는 상황이다.	positive
130166	투자자들은 판매사들이 고객 반대를 무시하고 가입을 시켰다거나 사모펀드라는 사실을 알리지 않았다며 이달 줄소송을 예고하고 있다.	positive
130166	5일 금융투자업계에 따르면 환매가 연기된 라임자산운용 ＇테티스 2호＇ ＇플루토 FI D-1호＇ ＇무역금융＇ 등 3개 모(母)펀드 관련 사모펀드 투자자들은 민형사 소송을 준비 중인 법무법인 광화와 한누리에 불완전 판매 피해 내용을 담은 진술서를 제출했다.	positive
130166	진술서에서 투자자들은 ＂금융 지식이 전혀 없어 ＇펀드에 투자하지는 말아 달라＇고 당부했지만 직원이 펀드에 대해 아무런 설명도 없이 가입했다.＂ ＂작년 10월 환매가 연기된 뒤에야 내가 투자한 상품이 라임자산운용 사모펀드라는 사실을 처음 알았다＂ 등 펀드 판매회사들이 제대로 된 의무를 다하지 않았다고 주장했다.＂	positive
130166	또 원금 손실·환매 지연 가능성을 안내받지 못한 것은 물론 투자자의 투자 성향을 임의로 작성했다는 진술도 있었다.	positive
130166	＂원금 손실이 전혀 없고, 아무리 못해도 예금 이자는 나오는 안전한 상품이라고 소개받았다.＂	positive
130166	＂프라이빗뱅커(PB)가 투자자 성향 분석 설문지 체크를 조작해서 (투자 성향이) 적극투자형으로 나오게 했다.＂	positive
130166	＂100% 안전하고 큰 회사여서 위험률이 제로(0)라는 말을 듣고 투자했다＂는 내용 등이다.	positive
130166	만약 투자자들 주장이 사실로 입증되면 판매사들도 법적 책임을 면하기 어려울 것으로 보인다.	positive
130166	이들 행위는 모두 자본시장법상 부당 권유에 해당한다.	positive
130166	투자자들은 라임자산운용과 은행, 증권사 등 판매사들을 상대로 민형사 두 갈래로 법적 대응을 준비 중이다.	positive
130166	이에 따라 은행권에도 긴장감이 고조되고 있다.	positive
130166	지난해 9월 말 기준 라임계열 펀드의 은행 판매액은 우리은행 6346억원, 신한은행 4727억원, 하나은행 1742억원 등이다.	positive
130166	전체 라임 계열 펀드 판매액 5조원 가운데 약 1조5000억원이 은행권에서 판매됐다.	positive
130166	이에 은행권은 일제히 ＇소비자 보호＇에 방점을 둔 조직 개편을 단행했다.	positive
130166	소비자보호 전담 부서를 신설해 컨트롤타워 기능을 강화하고, 고객 자산관리 역량을 담당하는 투자상품서비스(IPS) 부서 위상도 높였다.	positive
130166	KEB하나은행은 IPS 본부를 신설하고, 본부 산하에 투자전략부·IPS부·손님투자분석센터를 둬 모니터링과 리스크 관리 기능을 강화하기로 했다.	positive
130166	신한은행은 자산관리(WM)그룹 내부에 있던 IPS본부를 별도 그룹으로 격상했다.	positive
130166	한편 이르면 이번주 삼일회계법인이 실사 중인 라임자산운용 펀드에 대한 실사 결과가 공개될 전망이다.	positive
130693	한국씨티은행이 3개월마다 이자가 오르는 ＇계단식＇ 상품인 씨티 스텝업예금 금리를 0.2% 올려 11일부터 적용한다고 밝혔다.	positive
130693	1년 만기를 정한 특판예금금리가 연 4.9%의 높은 금리를 보장하자 금리변동형 상품들도 같은 수준의 금리 보장에 나선 것으로 풀이된다.	positive
130693	스텝업예금 같은 변동형 상품은 금리 인상에 대한 기대로 예금 가입을 주저하는 고객들을 겨냥한 것이다.	positive
130693	가입 금액은 100만원 이상이며, 인터넷뱅킹을 이용하면 은행 홈페이지에서도 가입할 수 있다.	positive
130693	스텝업예금은 가입 시점에서 예치 기간인 12개월을 3개월씩 4개 기간으로 나눠 기간별 금리가 다르다.	positive
130693	연 3.2%→연 3.6%→연 5.6%→연 7.2%(세전, 2010년 1월 11일 현재)로 오르는 것이 특징이다.	positive
130693	기간별 이자율이 적용된 이자는 매 3개월이 끝나는 시점에 이자 지급 계좌로 자동 입금된다.	positive
130592	`2010년에도 외국인들은 한국 주식을 대거 사들일 것입니다.`	neutral
130592	에셋플러스 최광욱 주식운용 본부장(41)은 단호하게 말했다.	positive
130592	최광욱 본부장은 주가를 볼 때 ＇크기＇를 보지말고 얼마나 ＇알짜＇인지에 초점을 맞출 것을 주문했다.	positive
130592	그는 올해 상장사 순익이 2009년의 65조원를 넘어 88조에 육박할 것이라며 이익이 많아지면 당연히 주가는 상승할 수 밖에 없다고 지적했다.	positive
130592	그가 외국인 자금 유입 가능성을 높게 본 이유는 또 있다.	positive
130592	경기 회복이 지속되면서 올해에도 약달러가 지속될 것이라는 믿음 때문이다.	positive
130592	달러가 약세를 보이면 필연적으로 다른 통화로 자금이 유입될 수밖에 없다.	positive
130592	지난 해에도 관측된 현상이지만 특히 금융위기를 이겨낸 개발 도상국 위주로 해외 자금이 유입될 것이라는 전망이다.	neutral
130592	최광욱 본부장은 `금융위기를 거치면서 우리 기업들의 글로벌 경쟁력이 강화됐다`라며 위기 이후 다가오는 과점적 이익을 누릴 준비가 돼 있다고 밝혔다.	positive
130592	그가 추천하는 종목도 이같은 기조와 다르지 않다.	negative
130592	최광욱 본부장은 `구조조정 이후 국내 1등기업들의 이익 복원율은 시장 평균보다 빨랐다`라며 상장 이래 최고 수준이라고 평했다.	positive
130592	최광욱 본부장이 2010년 주목하는 종목은 크게 중국 소비 관련주와 전기자동차 주다.	positive
130592	그는 `특히 중국의 과시적이고 폭발적인 소비성향을 감안할 때 오리온, 아모레 등 중국 내수와 관련된 종목을 주목해야 한다`고 밝혔다.	positive
130592	전기자동차주는 에셋플러스가 오래전부터 언급해온 ＇그린 혁명＇ 테마주 중 대표 주자다.	positive
130592	그는 전기자동차, 특히 전기 배터리 주야말로 `진입장벽이 존재하면서 가장 큰 규모를 형성할 시장`이라며 LG화학, LS 등을 필두로 꼽았다.	positive
130592	여기에 지난해 증시에서 소외됐던 우량 중소형주도 올해에는 빛을 볼 수 있을 것이라고 귀띔했다.	neutral
130592	최광욱 본부장은 `지난해 한때 4분기가 꼭지일 것이라는 우려가 대두됐지만 올해에도 강세장은 계속될 것`이라며 `금융위기 이후 달라진 한국 기업들의 경쟁력에 믿음을 가지면 이익으로 보답할 것`이라고 전했다.	neutral
130535	정부가 중소기업 유동성을 옥죄는 장기어음 지급 문제를 해소하기 위해 재계에 협조를 요청하고 나섰다.	positive
130535	지식경제부는 15일 장기어음 지급을 줄이고 현금성 결제를 늘려주도록 재계에 공식 요청하기로 하고 전경련과 함께 설 연휴 이전 30대그룹 상생협력 임원회의를 소집해 논의할 계획이라고 밝혔다.	positive
130535	이와 함께 지경부와 금융위원회간 협의기구인 실물.금융 종합지원단 회의에도 이 안건을 올려 금융당국과도 해법을 논의한다는 방침이다.	positive
130535	중소기업중앙회가 지난 달 실시한 조사에 따르면 작년 4분기 판매대금 가운데 어음결제 비중은 45.1%에 달해 1분기(36.3%)에 비해 9%포인트 이상 급등하며 2002년 이래 최고치를 기록했다.	positive
130535	이 가운데 대기업에 납품하는 협력업체들의 어음 결제비율이 46.0%로 평균치보다 높아 중소기업의 부담이 큰 것으로 나타났다.	positive
130535	가뜩이나 은행 대출이 어려운 상황에서 어음 회수에 걸리는 시간도 119.7일에 달해 중소기업들이 인건비,자재비 등 기본 운전자금을 구하는데 애를 먹고 있는 상황이다.	positive
130535	법정관리를 신청한 쌍용자동차 협력업체들의 경우에도 납품대금으로 받은 어음이 3500억원이 넘는 것으로 알려졌다.	positive
130535	쌍용차 어음 발행 중지로 쌍용차 어음을 할인한 자금으로 급료를 지급받던 간접고용 형태 비정규직 근로자들은 밀린 급여도 받지 못하고 있다.	negative
130565	예산안이 지난달 31일 밤 국회 본회의를 통과해 사상 초유의 준예산 편성 사태는 모면했다.	positive
130565	이에 따라 정부는 당초 예정한 대로 경제 회복과 민생 안정을 위한 예산 조기 집행에 박차를 가할 계획이다.	positive
130565	그러나 이미 예산안 법정 처리시한(12월 2일)을 한 달 가까이 넘겼다.	positive
130565	정부 예산이 현장에 도달하기까지 물리적으로 시간이 걸리는 점을 감안하면 연초 예산 조기 집행 계획은 일부 차질을 빚을 전망이다.	positive
130565	정부는 1일 임시 국무회의를 열어 예산안을 의결한 뒤 재정 집행절차에 돌입한다.	positive
130565	기획재정부는 이미 예산안 통과 직후 곧바로 재정을 투입할 수 있도록 시나리오를 만들어 놓고 대비해왔다.	positive
130565	정부는 당초 경기 회복 기조 지속을 위해 1분기에 연간 재정 중 30.6%를 집행한다는 계획을 세웠다.	positive
130565	국무회의 의결 후 각 부처를 통해 예산이 현장에 도달하기까지 보름 이상 걸릴 것으로 예상되는 만큼 일러야 1월 중순은 돼야 예산 집행이 가능하다.	positive
130565	따라서 연초부터 시작하려던 각종 사업이 지연될 가능성이 크다.	positive
130565	재정부 관계자는 ＂공기업 자체 자금을 활용하고, 이월 혹은 계속 사업을 신속하게 진행해 공백을 최소화하겠다＂고 말했다.	positive
130565	그러나 취업 후 학자금 상환제도, 희망근로사업, 청년인턴 등 주요 민생 사업은 차질이 불가피할 것으로 보인다.	positive
130565	정상적인 예산 처리를 전제로 계획을 수립한 것들이기 때문이다.	positive
130565	일부 사업은 시행 시기나 방법이 바뀔 수 있다는 관측도 나온다.	positive
130565	예컨대 희망근로는 급여를 주단위로 지급하는 방안 등이 고려되고 있다.	positive
130565	2010년 예산안 수정안은 ＇재정 건전성 개선, 경제 회복, 서민 지원＇에 초점을 맞췄다.	positive
130565	총지출(세출예산+기금) 기준 예산안은 292조8000억원이다.	positive
130565	정부가 제출한 291조8000억원보다 1조원가량 늘었다.	positive
130565	2009년 본예산(수정예산 포함)보다 2.9% 증가한 규모다.	positive
130565	다만 작년 추경예산까지 합친 규모(301조8000억원)보다는 3% 감소했다.	positive
130565	세출예산은 2조5115억원 늘어난 205조3312억원, 기금은 1조4761억원 순감된 87조4847억원이다.	positive
130565	예결위 간사인 김광림 한나라당 의원은 ＂지방자치단체에 배분하는 지방교부금 1조3000억원, 유전·광산 개발 등에 사용되는 유가완충기금 7000억원이 정부 예산으로 잡혔지만 자동 지출되는 금액이므로 실질적으로 1조원 줄어든 것＂이라고 설명했다.	positive
130565	최대 쟁점 부분인 ＇4대강 사업 예산＇에서는 정부안 5조2852억원 중 4250억원(8.0%)을 삭감해 4조8602억원으로 조정됐다.	positive
130565	한나라당은 이 삭감분 중 1800억원을 적자 국채 발행 축소에, 나머지 2450억원은 4대강을 제외한 소하천과 지방하천 정비 등에 사용하기로 했다.	positive
130565	한편 총수입은 3조원 증가한 290조8000억원이다.	positive
130565	정부가 경제성장률을 당초 4%에서 5%로 상향 조정하면서 국세 수입 증가가 예상되는 데다 각종 기금의 자체 수입도 국회 심의 과정에서 늘어났기 때문이다.	positive
130565	총지출에 비해 총수입이 2조원 더 늘어나면서 재정 건전성에 긍정적 영향을 미칠 전망이다.	positive
130565	사회보장성기금을 제외한 관리대상수지 적자가 당초 정부안 32조원에서 30조1000억원으로 1조9000억원 줄었다.	positive
130481	지난 9일 한국은행이 기준금리를 0.5% 인하하면서 본격적인 저금리 시대로 접어든 가운데 국채 보다 상대적으로 수익률이 높은 회사채가 강세를 나타내고 있다.	positive
130481	증권가에 따르면 이달 포스코(5000억), 현대모비스(2000억), GS홀딩스(1500억), 현대오일뱅크(1500억), 효성(1500억), 현대로템(1000억) 등이 회사채를 발행할 예정으로 지난 12월 말 이후 회사채 발행이 크게 증가하고 있다.	positive
130481	이렇게 회사채 발행이 증가하는 경향은 한국은행의 기준금리 인하 및 환매조건부채권(RP) 매입 등의 유동성 공급으로 회사채에 대한 수요가 증가했기 때문인 것으로 분석된다.	positive
130481	반면 국채는 극심한 경기침체 우려로 기준금리가 인하되면서 수익률이 크게 하락한 것으로 나타났다.	positive
130481	국고채 3년물의 경우 2008년 7월 14일 6.17%였던 수익률이 2009년 1월 8일 3.26%로 지난 6개월 동안 거의 3%포인트 하락하며 자본차익 및 이자수익이 크게 감소했다.	positive
130481	신동준 현대증권 채권전략연구원은 ＂국고채 수익률의 추가 하락여지를 0.7%~0.8%포인트로 예상한다.＂며 ＂수익률의 추가하락 강도나 폭은 현저히 작아질 것이나 위험대비 수익률이 작아져 불안감이 오히려 더 커질 수 있다.＂고 말했다.	positive
130481	신 연구원은 또한 ＂2009년 국민연금 기금운용계획의 국내채권투자 비중 순증가규모가 2.6조원으로 시가평가 이후 최저치를 기록해 채권수급에서도 국민연금의 역할을 기대하기 어렵게 됐다.＂고 설명했다.	positive
130481	이러한 회사채 강세, 국채 약세 현상은 한국은행의 추가 금리인하 시사로 지속될 전망이다.	positive
130481	이정범 신영증권 채권연구원은 ＂신용물에 대한 유동성 공급정책으로 우량 회사채의 신용 스프레드 축소가 지속될 것으로 예상된다.＂며 ＂국채보다는 우량회사채가 높은 성과를 거둘 수 있을 것으로 보인다.＂고 설명했다.	positive
130481	이 연구원은 다만 ＂회사채는 아직 투자유인이 높지만 경기침체가 급속도로 진행되고 있는 반면에 구조조정은 아직 시작도 되지 않고 있어 불확실성이 커 보인다.＂고 덧붙였다.	positive
